Unnamed: 5,A Index,B Index,C Index,D Index 
2000-11-08 00:00:00,,,,
2000-11-09 00:00:00,,,,
2000-11-10 00:00:00,,,,
2000-11-13 00:00:00,,,,
2000-11-14 00:00:00,,,,
2000-11-15 00:00:00,,,,
2000-11-16 00:00:00,,,,
2000-11-17 00:00:00,,,,
2000-11-20 00:00:00,,,,
2000-11-21 00:00:00,,,,
2000-11-22 00:00:00,,,,
2000-11-23 00:00:00,,,,
2000-11-24 00:00:00,,,,
2000-11-27 00:00:00,,,,
2000-11-28 00:00:00,,,,
2000-11-29 00:00:00,,,,
2000-11-30 00:00:00,,,,
2000-12-01 00:00:00,,,,
2000-12-04 00:00:00,,,,
2000-12-05 00:00:00,,,,
2000-12-06 00:00:00,,,,
2000-12-07 00:00:00,,,,
2000-12-08 00:00:00,,,,
2000-12-11 00:00:00,,,,
2000-12-12 00:00:00,,,,
2000-12-13 00:00:00,,,,
2000-12-14 00:00:00,,,,
2000-12-15 00:00:00,,,,
2000-12-18 00:00:00,,,,
2000-12-19 00:00:00,,,,
2000-12-20 00:00:00,,,,
2000-12-21 00:00:00,,,,
2000-12-22 00:00:00,,,,
2000-12-25 00:00:00,,,,
2000-12-26 00:00:00,,,,
2000-12-27 00:00:00,,,,
2000-12-28 00:00:00,,,,
2000-12-29 00:00:00,,,,
2001-01-01 00:00:00,,,,
2001-01-02 00:00:00,,,,
2001-01-03 00:00:00,,,,
2001-01-04 00:00:00,,,,
2001-01-05 00:00:00,,,,
2001-01-08 00:00:00,,,,
2001-01-09 00:00:00,,,,
2001-01-10 00:00:00,,,,
2001-01-11 00:00:00,,,,
2001-01-12 00:00:00,,,,
2001-01-15 00:00:00,,,,
2001-01-16 00:00:00,,,,
2001-01-17 00:00:00,,,,
2001-01-18 00:00:00,,,,
2001-01-19 00:00:00,,,,
2001-01-22 00:00:00,,,,
2001-01-23 00:00:00,,,,
2001-01-24 00:00:00,,,,
2001-01-25 00:00:00,,,,
2001-01-26 00:00:00,,,,
2001-01-29 00:00:00,,,,
2001-01-30 00:00:00,,,,
2001-01-31 00:00:00,,,,
2001-02-01 00:00:00,,,,
2001-02-02 00:00:00,,,,
2001-02-05 00:00:00,,,,
2001-02-06 00:00:00,,,,
2001-02-07 00:00:00,,,,
2001-02-08 00:00:00,,,,
2001-02-09 00:00:00,,,,
2001-02-12 00:00:00,,,,
2001-02-13 00:00:00,,,,
2001-02-14 00:00:00,,,,
2001-02-15 00:00:00,,,,
2001-02-16 00:00:00,,,,
2001-02-19 00:00:00,,,,
2001-02-20 00:00:00,,,,
2001-02-21 00:00:00,,,,
2001-02-22 00:00:00,,,,
2001-02-23 00:00:00,,,,
2001-02-26 00:00:00,,,,
2001-02-27 00:00:00,,,,
2001-02-28 00:00:00,,,,
2001-03-01 00:00:00,,,,
2001-03-02 00:00:00,,,,
2001-03-05 00:00:00,,,,
2001-03-06 00:00:00,,,,
2001-03-07 00:00:00,,,,
2001-03-08 00:00:00,,,,
2001-03-09 00:00:00,,,,
2001-03-12 00:00:00,,,,
2001-03-13 00:00:00,,,,
2001-03-14 00:00:00,,,,
2001-03-15 00:00:00,,,,
2001-03-16 00:00:00,,,,
2001-03-19 00:00:00,,,,
2001-03-20 00:00:00,,,,
2001-03-21 00:00:00,,,,
2001-03-22 00:00:00,,,,
2001-03-23 00:00:00,,,,
2001-03-26 00:00:00,,,,
2001-03-27 00:00:00,,,,
2001-03-28 00:00:00,,,,
2001-03-29 00:00:00,,,,
2001-03-30 00:00:00,,,,
2001-04-02 00:00:00,,,,
2001-04-03 00:00:00,,,,
2001-04-04 00:00:00,,,,
2001-04-05 00:00:00,,,,
2001-04-06 00:00:00,,,,
2001-04-09 00:00:00,,,,
2001-04-10 00:00:00,,,,
2001-04-11 00:00:00,,,,
2001-04-12 00:00:00,,,,
2001-04-13 00:00:00,,,,
2001-04-16 00:00:00,,,,
2001-04-17 00:00:00,,,,
2001-04-18 00:00:00,,,,
2001-04-19 00:00:00,,,,
2001-04-20 00:00:00,,,,
2001-04-23 00:00:00,,,,
2001-04-24 00:00:00,,,,
2001-04-25 00:00:00,,,,
2001-04-26 00:00:00,,,,
2001-04-27 00:00:00,,,,
2001-04-30 00:00:00,,,,
2001-05-01 00:00:00,,,,
2001-05-02 00:00:00,,,,
2001-05-03 00:00:00,,,,
2001-05-04 00:00:00,,,,
2001-05-07 00:00:00,,,,
2001-05-08 00:00:00,,,,
2001-05-09 00:00:00,,,,
2001-05-10 00:00:00,,,,
2001-05-11 00:00:00,,,,
2001-05-14 00:00:00,,,,
2001-05-15 00:00:00,,,,
2001-05-16 00:00:00,,,,
2001-05-17 00:00:00,,,,
2001-05-18 00:00:00,,,,
2001-05-21 00:00:00,,,,
2001-05-22 00:00:00,,,,
2001-05-23 00:00:00,,,,
2001-05-24 00:00:00,,,,
2001-05-25 00:00:00,,,,
2001-05-28 00:00:00,,,,
2001-05-29 00:00:00,,,,
2001-05-30 00:00:00,,,,
2001-05-31 00:00:00,,,,
2001-06-01 00:00:00,,,,
2001-06-04 00:00:00,,,,
2001-06-05 00:00:00,,,,
2001-06-06 00:00:00,,,,
2001-06-07 00:00:00,,,,
2001-06-08 00:00:00,,,,
2001-06-11 00:00:00,,,,
2001-06-12 00:00:00,,,,
2001-06-13 00:00:00,,,,
2001-06-14 00:00:00,,,,
2001-06-15 00:00:00,,,,
2001-06-18 00:00:00,,,,
2001-06-19 00:00:00,,,,
2001-06-20 00:00:00,,,,
2001-06-21 00:00:00,,,,
2001-06-22 00:00:00,,,,
2001-06-25 00:00:00,,,,
2001-06-26 00:00:00,,,,
2001-06-27 00:00:00,,,,
2001-06-28 00:00:00,,,,
2001-06-29 00:00:00,,,,
2001-07-02 00:00:00,,,,
2001-07-03 00:00:00,,,,
2001-07-04 00:00:00,,,,
2001-07-05 00:00:00,,,,
2001-07-06 00:00:00,,,,
2001-07-09 00:00:00,,,,
2001-07-10 00:00:00,,,,
2001-07-11 00:00:00,,,,
2001-07-12 00:00:00,,,,
2001-07-13 00:00:00,,,,
2001-07-16 00:00:00,,,,
2001-07-17 00:00:00,,,,
2001-07-18 00:00:00,,,,
2001-07-19 00:00:00,,,,
2001-07-20 00:00:00,,,,
2001-07-23 00:00:00,,,,
2001-07-24 00:00:00,,,,
2001-07-25 00:00:00,,,,
2001-07-26 00:00:00,,,,
2001-07-27 00:00:00,,,,
2001-07-30 00:00:00,,,,
2001-07-31 00:00:00,,,,
2001-08-01 00:00:00,,,,
2001-08-02 00:00:00,,,,
2001-08-03 00:00:00,,,,
2001-08-06 00:00:00,,,,
2001-08-07 00:00:00,,,,
2001-08-08 00:00:00,,,,
2001-08-09 00:00:00,,,,
2001-08-10 00:00:00,,,,
2001-08-13 00:00:00,,,,
2001-08-14 00:00:00,,,,
2001-08-15 00:00:00,,,,
2001-08-16 00:00:00,,,,
2001-08-17 00:00:00,,,,
2001-08-20 00:00:00,,,,
2001-08-21 00:00:00,,,,
2001-08-22 00:00:00,,,,
2001-08-23 00:00:00,,,,
2001-08-24 00:00:00,,,,
2001-08-27 00:00:00,,,,
2001-08-28 00:00:00,,,,
2001-08-29 00:00:00,,,,
2001-08-30 00:00:00,,,,
2001-08-31 00:00:00,,,,
2001-09-03 00:00:00,,,,
2001-09-04 00:00:00,,,,
2001-09-05 00:00:00,,,,
2001-09-06 00:00:00,,,,
2001-09-07 00:00:00,,,,
2001-09-10 00:00:00,,,,
2001-09-11 00:00:00,,,,
2001-09-12 00:00:00,,,,
2001-09-13 00:00:00,,,,
2001-09-14 00:00:00,,,,
2001-09-17 00:00:00,,,,
2001-09-18 00:00:00,,,,
2001-09-19 00:00:00,,,,
2001-09-20 00:00:00,,,,
2001-09-21 00:00:00,,,,
2001-09-24 00:00:00,,,,
2001-09-25 00:00:00,,,,
2001-09-26 00:00:00,,,,
2001-09-27 00:00:00,,,,
2001-09-28 00:00:00,,,,
2001-10-01 00:00:00,,,,
2001-10-02 00:00:00,,,,
2001-10-03 00:00:00,,,,
2001-10-04 00:00:00,,,,
2001-10-05 00:00:00,,,,
2001-10-08 00:00:00,,,,-0.0008029999999998871
2001-10-09 00:00:00,,,,-0.0024519689310517068
2001-10-10 00:00:00,,,,0.00047755348147515697
2001-10-11 00:00:00,,,,-0.00228634919170545
2001-10-12 00:00:00,,,,0.0009297015004878784
2001-10-15 00:00:00,,,,0.0027865138753329077
2001-10-16 00:00:00,,,,0.0018525138613099124
2001-10-17 00:00:00,,,,-0.00015692263713984467
2001-10-18 00:00:00,,,,0.0013835351321955791
2001-10-19 00:00:00,,,,-0.0025406301162000933
2001-10-22 00:00:00,,,,0.0013361022843845216
2001-10-23 00:00:00,,,,-0.000642672237159081
2001-10-24 00:00:00,,,,0.0035534726118573445
2001-10-25 00:00:00,,,,0.0041069542165792505
2001-10-26 00:00:00,,,,0.0007592743124102963
2001-10-29 00:00:00,,,,0.0023832050984522457
2001-10-30 00:00:00,,,,0.004330623354496854
2001-10-31 00:00:00,,,,0.005352255867975719
2001-11-01 00:00:00,,,,0.004410500931388839
2001-11-02 00:00:00,,,,-0.006521823964410367
2001-11-05 00:00:00,,,,0.0030883746507779364
2001-11-06 00:00:00,,,,0.0002467008654110092
2001-11-07 00:00:00,,,,0.004904417205294553
2001-11-08 00:00:00,,,,-0.00495547571300714
2001-11-09 00:00:00,,,,-0.0017961053388864112
2001-11-12 00:00:00,,,,0.0006403090741504691
2001-11-13 00:00:00,,,,-0.005076077466037776
2001-11-14 00:00:00,,,,-0.007340738092353694
2001-11-15 00:00:00,,,,-0.009632481346245503
2001-11-16 00:00:00,,,,-0.00671654650887854
2001-11-19 00:00:00,,,,0.006327237076217296
2001-11-20 00:00:00,,,,-0.0026551040842897056
2001-11-21 00:00:00,,,,-0.0014441456325899882
2001-11-22 00:00:00,,,,0.0
2001-11-23 00:00:00,,,,-8.353336050692661e-05
2001-11-26 00:00:00,,,,0.00010165752084478896
2001-11-27 00:00:00,,,,-0.0006632227391804024
2001-11-28 00:00:00,,,,0.0005156227655509493
2001-11-29 00:00:00,,,,0.0017906643878222717
2001-11-30 00:00:00,,,,0.0013664702365701054
2001-12-03 00:00:00,,,,0.0006431707011163024
2001-12-04 00:00:00,,,,0.0022621848132795552
2001-12-05 00:00:00,,,,-0.003694766098195079
2001-12-06 00:00:00,,,,-0.0014831863703507198
2001-12-07 00:00:00,,,,-0.0019942636008173364
2001-12-10 00:00:00,,,,0.0007446826734813783
2001-12-11 00:00:00,,,,0.0008629474337131793
2001-12-12 00:00:00,,,,0.0016590121382544787
2001-12-13 00:00:00,,,,-0.0014925463081073564
2001-12-14 00:00:00,,,,-0.0005582782096471561
2001-12-17 00:00:00,,,,-0.0014301918429747706
2001-12-18 00:00:00,,,,0.0014030108289859733
2001-12-19 00:00:00,,,,0.0010205889220809006
2001-12-20 00:00:00,,,,-0.0003569424809815036
2001-12-21 00:00:00,,,,-0.0008227695953442193
2001-12-24 00:00:00,,,,-0.0004207834827382184
2001-12-25 00:00:00,,,,0.0
2001-12-26 00:00:00,,,,-0.00047735725356423675
2001-12-27 00:00:00,,,,-7.15370284728456e-05
2001-12-28 00:00:00,,,,-0.0005955127959678119
2001-12-31 00:00:00,,,,0.0006140158958531927
2002-01-01 00:00:00,,,,0.0
2002-01-02 00:00:00,,,,-0.0005148925879651101
2002-01-03 00:00:00,,,,0.0007863466034363498
2002-01-04 00:00:00,,,,-0.0005792231157368821
2002-01-07 00:00:00,,,,0.0018908736118306013
2002-01-08 00:00:00,,,,-0.0007052242935181585
2002-01-09 00:00:00,,,,-0.0006050483787019001
2002-01-10 00:00:00,,,,0.0029928236702030375
2002-01-11 00:00:00,,,,0.002707699971577382
2002-01-14 00:00:00,,,,0.0007882809565544768
2002-01-15 00:00:00,,,,0.0010128487672669273
2002-01-16 00:00:00,,,,-0.0004489218875914913
2002-01-17 00:00:00,,,,-0.0037350271324613216
2002-01-18 00:00:00,,,,0.0005371534481737328
2002-01-21 00:00:00,,,,0.0
2002-01-22 00:00:00,,,,-0.001443013027256801
2002-01-23 00:00:00,,,,-0.000980817776920273
2002-01-24 00:00:00,,,,-0.0026596600785424585
2002-01-25 00:00:00,,,,-0.0036582118636204752
2002-01-28 00:00:00,,,,0.0008432531146207456
2002-01-29 00:00:00,,,,0.0033135290297912068
2002-01-30 00:00:00,,,,-0.0008195977619839256
2002-01-31 00:00:00,,,,-0.0009988528326557722
2002-02-01 00:00:00,,,,0.001170533264252649
2002-02-04 00:00:00,,,,0.003271441916017803
2002-02-05 00:00:00,,,,-0.0006917708428644254
2002-02-06 00:00:00,,,,-0.001446882411121897
2002-02-07 00:00:00,,,,-0.0029453166643659268
2002-02-08 00:00:00,,,,0.003163213744315385
2002-02-11 00:00:00,,,,-0.0008885486032056411
2002-02-12 00:00:00,,,,-0.002244521793842824
2002-02-13 00:00:00,,,,-0.0010924466560623403
2002-02-14 00:00:00,,,,0.0014629097740785912
2002-02-15 00:00:00,,,,0.0035802066296457546
2002-02-18 00:00:00,,,,0.0
2002-02-19 00:00:00,,,,-0.002086707582106939
2002-02-20 00:00:00,,,,-0.00029353674454635215
2002-02-21 00:00:00,,,,0.00018767651430229293
2002-02-22 00:00:00,,,,0.002106424898588033
2002-02-25 00:00:00,,,,-0.0016922688180595058
2002-02-26 00:00:00,,,,-0.0025159833007279975
2002-02-27 00:00:00,,,,0.003725364322433533
2002-02-28 00:00:00,,,,-0.0001823034698090753
2002-03-01 00:00:00,,,,-0.003552040005278756
2002-03-04 00:00:00,,,,-9.402078364806332e-05
2002-03-05 00:00:00,,,,-0.0008634548303928513
2002-03-06 00:00:00,,,,-0.001639350897999936
2002-03-07 00:00:00,,,,-0.003069200953601192
2002-03-08 00:00:00,,,,-0.0021341103840381015
2002-03-11 00:00:00,,,,0.0010504875953818438
2002-03-12 00:00:00,,,,0.0005995032977770265
2002-03-13 00:00:00,,,,0.00028380510421954774
2002-03-14 00:00:00,,,,-0.0026013171328971296
2002-03-15 00:00:00,,,,0.0015161247565738112
2002-03-18 00:00:00,,,,0.0035010490930766913
2002-03-19 00:00:00,,,,-0.00027492705809795126
2002-03-20 00:00:00,,,,-0.0033355489144497596
2002-03-21 00:00:00,,,,0.0021238945261352615
2002-03-22 00:00:00,,,,-0.0019791840234738567
2002-03-25 00:00:00,,,,-0.001465953236091777
2002-03-26 00:00:00,,,,0.0029698549022487697
2002-03-27 00:00:00,,,,0.0015135667011259013
2002-03-28 00:00:00,,,,-0.0011063092103794636
2002-03-29 00:00:00,,,,0.0
2002-04-01 00:00:00,,,,0.0011502101267264475
2002-04-02 00:00:00,,,,0.0040190804831015114
2002-04-03 00:00:00,,,,0.0009835634716859332
2002-04-04 00:00:00,,,,-0.0003453732606367721
2002-04-05 00:00:00,,,,0.0013264086651965101
2002-04-08 00:00:00,,,,-0.0013629888499240295
2002-04-09 00:00:00,,,,-0.00010910710984346483
2002-04-10 00:00:00,,,,-0.00033948138156802976
2002-04-11 00:00:00,,,,0.0006508936142688437
2002-04-12 00:00:00,,,,-0.0005262344541151487
2002-04-15 00:00:00,,,,0.004527392747278647
2002-04-16 00:00:00,,,,-0.0031327589606564565
2002-04-17 00:00:00,,,,-7.467973494734714e-05
2002-04-18 00:00:00,,,,-0.0004168247842201156
2002-04-19 00:00:00,,,,0.0012873443449235022
2002-04-22 00:00:00,,,,0.002335416654061895
2002-04-23 00:00:00,,,,-0.0015935581618548023
2002-04-24 00:00:00,,,,0.00279922371420116
2002-04-25 00:00:00,,,,0.001395704966659972
2002-04-26 00:00:00,,,,0.0034688461094638523
2002-04-29 00:00:00,,,,-0.002285903992032323
2002-04-30 00:00:00,,,,0.001760951575335179
2002-05-01 00:00:00,,,,-0.0003301607883039459
2002-05-02 00:00:00,,,,-0.004176412128709117
2002-05-03 00:00:00,,,,0.005124571612345585
2002-05-06 00:00:00,,,,-0.002839690473738443
2002-05-07 00:00:00,,,,0.0023614491175401042
2002-05-08 00:00:00,,,,-0.006482437396461038
2002-05-09 00:00:00,,,,0.0009424615161546246
2002-05-10 00:00:00,,,,0.0032250925478833903
2002-05-13 00:00:00,,,,-0.004024923642766409
2002-05-14 00:00:00,,,,-0.004390539550093164
2002-05-15 00:00:00,,,,0.0015421003507900544
2002-05-16 00:00:00,,,,0.003185465794862008
2002-05-17 00:00:00,,,,-0.0027616997335926374
2002-05-20 00:00:00,,,,0.003973368239496011
2002-05-21 00:00:00,,,,0.0016053736288481613
2002-05-22 00:00:00,,,,0.0024147389402247033
2002-05-23 00:00:00,,,,-0.0007138659193600683
2002-05-24 00:00:00,,,,0.00012223542542932897
2002-05-27 00:00:00,,,,0.0
2002-05-28 00:00:00,,,,0.0009707512352283842
2002-05-29 00:00:00,,,,0.002888411823873005
2002-05-30 00:00:00,,,,0.0030896631009800224
2002-05-31 00:00:00,,,,-0.00232702281357855
2002-06-03 00:00:00,,,,0.002810109213329026
2002-06-04 00:00:00,,,,0.00209620674087585
2002-06-05 00:00:00,,,,-0.002450051303220846
2002-06-06 00:00:00,,,,0.001770677383575503
2002-06-07 00:00:00,,,,-0.001021801409073042
2002-06-10 00:00:00,,,,0.0015119043832303447
2002-06-11 00:00:00,,,,0.0014173176766709705
2002-06-12 00:00:00,,,,0.002063500716080302
2002-06-13 00:00:00,,,,0.003563632551206952
2002-06-14 00:00:00,,,,0.005697531168383119
2002-06-17 00:00:00,,,,-0.0029967729322216696
2002-06-18 00:00:00,,,,0.002037600761962244
2002-06-19 00:00:00,,,,0.005079229306898192
2002-06-20 00:00:00,,,,-0.004975483689626636
2002-06-21 00:00:00,,,,0.004809097561023323
2002-06-24 00:00:00,,,,-0.0031207628835184797
2002-06-25 00:00:00,,,,-0.0006159227286257618
2002-06-26 00:00:00,,,,0.005822048338090413
2002-06-27 00:00:00,,,,-0.006564739003161124
2002-06-28 00:00:00,,,,-0.001090403468894996
2002-07-01 00:00:00,,,,-0.0019259954412218505
2002-07-02 00:00:00,,,,0.004870506682193687
2002-07-03 00:00:00,,,,-0.0017794151616351561
2002-07-04 00:00:00,,,,0.0
2002-07-05 00:00:00,,,,-0.006769516779655316
2002-07-08 00:00:00,,,,0.0032251950221233727
2002-07-09 00:00:00,,,,0.0027247795526401664
2002-07-10 00:00:00,,,,0.006412181378177451
2002-07-11 00:00:00,,,,0.0025157674260773977
2002-07-12 00:00:00,,,,0.001926832874239448
2002-07-15 00:00:00,,,,0.001143586064559221
2002-07-16 00:00:00,,,,-0.0037497418234392343
2002-07-17 00:00:00,,,,0.00201868009079198
2002-07-18 00:00:00,,,,0.001392938945756983
2002-07-19 00:00:00,,,,0.0025744195430841277
2002-07-22 00:00:00,,,,0.00390202464090339
2002-07-23 00:00:00,,,,-0.0006910183992082652
2002-07-24 00:00:00,,,,0.0037786363347034335
2002-07-25 00:00:00,,,,-0.00017582628747114804
2002-07-26 00:00:00,,,,0.001116645221056256
2002-07-29 00:00:00,,,,-0.006973647961803664
2002-07-30 00:00:00,,,,-0.0007829763541141732
2002-07-31 00:00:00,,,,0.006550231013907171
2002-08-01 00:00:00,,,,0.0036416059972608217
2002-08-02 00:00:00,,,,0.007348716416538226
2002-08-05 00:00:00,,,,0.00217598375569672
2002-08-06 00:00:00,,,,-0.004447808678776033
2002-08-07 00:00:00,,,,0.0038569351467026003
2002-08-08 00:00:00,,,,-0.0020463445793698076
2002-08-09 00:00:00,,,,0.005783551924521735
2002-08-12 00:00:00,,,,0.003919580978353876
2002-08-13 00:00:00,,,,0.0021504140700943086
2002-08-14 00:00:00,,,,-0.0008139564392319887
2002-08-15 00:00:00,,,,0.0022660720383265165
2002-08-16 00:00:00,,,,-0.00396721859214888
2002-08-19 00:00:00,,,,-0.0005625415192390681
2002-08-20 00:00:00,,,,0.004986527231209292
2002-08-21 00:00:00,,,,-0.0018640701648393598
2002-08-22 00:00:00,,,,0.0004680627091244727
2002-08-23 00:00:00,,,,0.0016111485845378137
2002-08-26 00:00:00,,,,0.004632456458754763
2002-08-27 00:00:00,,,,-0.0016188783245822957
2002-08-28 00:00:00,,,,0.00015242505456436461
2002-08-29 00:00:00,,,,0.00250387783170547
2002-08-30 00:00:00,,,,0.000970883746697071
2002-09-02 00:00:00,,,,0.0
